ID_vuelo;Id_empresa;Tráfico (N/I);Tipo Vuelo;Pasajeros;Carga + Correo (Kg)
3246;57;I;R;244;2250
3247;57;I;R;418;2405
3248;57;I;R;9;158
3249;57;I;R;356;3373
3250;57;I;R;66;967
3251;57;I;R;24;393
3252;57;I;R;10;217
3253;57;I;R;307;3354
3254;57;I;R;59;967
3255;57;I;R;68;664
3256;57;I;R;8;205
3257;57;I;R;281;3058
3258;57;I;R;1;55
3259;57;I;R;1;0
3260;57;I;R;6;76
3261;57;I;R;107;956
3262;57;I;R;5;86
3263;57;I;R;17;260
3264;57;I;R;20;240
3265;57;I;R;2;87
3266;57;I;R;1;14
3267;57;I;R;7;111
3268;57;I;R;75;1346
3269;57;I;R;44;946
3270;57;I;R;13;180
3271;57;I;R;21;434
3272;57;I;R;51;423
3273;57;I;R;7;112
3274;57;I;R;91;1648
3275;57;I;R;12;219
3276;57;I;R;190;2912
3277;57;I;R;97;1924
3278;57;I;R;235;2433
3279;57;I;R;76;1419
3280;57;I;R;200;3039
3281;57;I;R;27;451
3282;57;I;R;55;455
3283;57;I;R;14;248
3284;57;I;R;37;307
3285;57;I;R;10;102
3286;57;I;R;332;3084
3287;57;I;R;58;733
3288;57;I;R;39;489
3289;57;I;R;53;405
3290;57;I;R;29;602
3291;57;I;R;16;239
3292;57;I;R;23;505
3293;57;I;R;5;64
3294;57;I;R;105;714
3295;57;I;R;132;1812
3296;57;I;R;20;442
3297;57;I;R;329;2971
3298;57;I;R;40;368
3299;57;I;R;5;16
3300;57;I;R;84;1821
3301;57;I;R;1;23
3302;57;I;R;4;50
3303;57;I;R;58;595
3304;57;I;R;1;12
3305;57;I;R;2;20
3306;57;I;R;156;2213
3307;57;N;R;2;20
3308;57;I;R;9;160
3309;57;I;R;39;327
3310;57;I;R;8;94
3311;57;I;R;1;10
3312;57;I;R;1;13
3313;57;I;R;29;431
3314;57;I;R;38;650
3315;57;I;R;11;88
3316;57;I;R;37;327
3317;57;I;R;199;2417
3318;57;I;R;275;3785
3319;57;I;R;27;358
3320;57;I;R;18;272
3321;57;I;R;4;66
3322;57;I;R;6;40
3323;57;I;R;45;233
3324;57;I;R;4;80
3325;57;I;R;97;864
3326;57;I;R;2;23
3327;57;I;R;223;2218
3328;57;I;R;11;118
3329;57;I;R;85;783
3330;57;I;R;5;84
3331;57;I;R;13;203
3332;57;I;R;3;82
3333;57;I;R;34;583
3334;57;I;R;1;0
3335;57;I;R;95;510
3336;57;I;R;2;19
3337;57;I;R;4;56
3338;57;I;R;96;996
3339;57;I;R;24;333
3340;57;I;R;157;1070
3341;57;I;R;9;149
3342;57;I;R;16;222
3343;57;I;R;4;94
3344;57;I;R;16;108
3345;57;I;R;10;213
3346;57;I;R;4;41
3347;57;I;R;8;280
3348;57;I;R;11;235
3349;57;I;R;327;6324
3350;57;I;R;59;1107
3351;57;I;R;158;2068
3352;57;I;R;24;650
3353;57;I;R;190;3400
3354;57;I;R;1;68
3355;57;I;R;11;203
3356;57;I;R;68;1137
3357;57;I;R;18;371
3358;57;I;R;354;7580
3359;57;I;R;120;2712
3360;57;I;R;95;997
3361;57;I;R;1;23
3362;57;I;R;493;6799
3363;57;I;R;49;1320
3364;57;I;R;73;674
3365;57;I;R;36;735
3366;57;I;R;117;1211
3367;57;I;R;206;3019
3368;57;I;R;82;724
3369;57;I;R;36;368
3370;57;I;R;4;86
3371;57;I;R;15;272
3372;57;I;R;2;19
3373;57;I;R;117;1494
3374;57;I;R;55;579
3375;57;I;R;161;1634
3376;57;I;R;241;2666
3377;57;I;R;767;7187
3378;57;I;R;97;846
3379;57;I;R;79;838
3380;57;I;R;45;727
3381;57;I;R;29;265
3382;57;I;R;451;4848
3383;57;N;R;2;62
3384;57;N;R;1;0
3385;57;I;R;964;10130
3386;57;I;R;40;805
3387;57;I;R;628;4508
3388;57;I;R;51;604
3389;57;I;R;280;2598
3390;57;I;R;120;995
3391;57;I;R;24;339
3392;57;I;R;100;1082
3393;57;I;R;65;577
3394;57;I;R;124;1499
3395;57;I;R;193;2027
3396;57;I;R;62;570
3397;57;I;R;308;3778
3398;57;I;R;57;594
3399;57;I;R;32;387
3400;57;I;R;644;7481
3401;57;I;R;104;1050
3402;57;I;R;102;1102
3403;57;I;R;143;1470
3404;57;I;R;311;3436
3405;57;I;R;52;681
3406;57;I;R;497;4169
3407;57;I;R;17;283
3408;57;I;R;226;1646
3409;57;I;R;10;190
3410;57;I;R;14;318
3411;57;I;R;216;1846
3412;57;I;R;84;1216
3413;57;I;R;1664;16667
3414;57;I;R;105;1062
3415;57;I;R;201;1550
3416;57;I;R;36;514
3417;57;I;R;37;459
3418;57;I;R;3474;37152
3419;57;I;R;186;2463
3420;57;I;R;782;5659
3421;57;I;R;189;1835
3422;57;I;R;127;1326
3423;57;I;R;203;2293
3424;57;I;R;21;337
3425;57;I;R;14;189
3426;57;I;R;272;2473
3427;57;I;R;10;152
3428;57;I;R;5;108
3429;57;I;R;122;1809
3430;57;I;R;13;242
3431;57;I;R;33;429
3432;57;I;R;5;86
3433;57;I;R;87;1190
3434;57;I;R;13;222
3435;57;I;R;555;7015
3436;57;I;R;68;944
3437;57;I;R;141;1855
3438;57;I;R;3;9
3439;57;I;R;228;3259
3440;57;I;R;80;1047
3441;57;I;R;4;105
3442;57;I;R;5;98
3443;57;I;R;22;394
3444;57;I;R;88;732
3445;57;I;R;48;241
3446;57;I;R;860;5455
3447;57;I;R;529;3617
3448;57;I;R;230;1764
3449;57;I;R;41;522
3450;57;I;R;319;2322
3451;57;I;R;197;2034
3452;57;I;R;18;274
3453;57;I;R;245;2350
3454;57;I;R;135;1843
3455;57;I;R;111;1687
3456;57;I;R;27;501
3457;57;I;R;103;2230
3458;57;I;R;20;381
3459;57;I;R;8;155
3460;57;I;R;63;1313
3461;57;I;R;23;377
3462;57;I;R;5;300
3463;57;I;R;37;644
3464;57;I;R;73;1444
3465;57;I;R;133;2934
3466;57;I;R;98;1392
3467;57;I;R;492;8469
3468;57;I;R;25;445
3469;57;I;R;33;568
3470;57;I;R;147;3249
3471;57;I;R;82;2000
3472;57;I;R;205;3229
3473;57;N;R;1;0
3474;57;N;R;1;0
3475;57;I;R;356;5460
3476;57;I;R;185;2410
3477;57;I;R;251;2582
3478;57;I;R;14;311
3479;57;I;R;120;1103
3480;57;I;R;124;1121
3481;57;I;R;75;1134
3482;57;I;R;23;378
3483;57;I;R;90;1619
3484;57;I;R;32;521
3485;57;I;R;80;1636
3486;57;I;R;58;933
3487;57;I;R;208;4571
3488;57;I;R;433;8569
3489;57;I;R;41;755
3490;57;I;R;367;7277
3491;57;I;R;517;8541
3492;57;I;R;321;4691
3493;57;I;R;174;3168
3494;57;I;R;114;2222
3495;57;I;R;133;2385
3496;57;I;R;313;3275
3497;57;I;R;5;105
3498;57;I;R;44;756
3499;57;I;R;6;107
3500;57;I;R;9;96
3501;57;I;R;673;4092
3502;57;I;R;70;1107
3503;57;I;R;1198;11600
3504;57;I;R;87;1269
3505;57;I;R;77;914
3506;57;I;R;50;565
3507;57;I;R;63;854
3508;57;I;R;3287;41376
3509;57;I;R;78;1093
3510;57;I;R;266;3057
3511;57;I;R;249;3233
3512;57;I;R;411;2687
3513;57;I;R;450;4911
3514;57;I;R;12;271
3515;57;I;R;17;220
3516;57;I;R;123;2431
3517;57;I;R;2;46
3518;57;I;R;16;226
3519;57;I;R;82;1537
3520;57;I;R;4;59
3521;57;I;R;31;368
3522;57;I;R;25;248
3523;57;I;R;7;34
3524;57;I;R;17;344
3525;57;I;R;1;29
3526;57;I;R;2;71
3527;57;I;R;2;18
3528;57;I;R;2;60
3529;57;I;R;2;25
3530;57;I;R;35;563
3531;57;I;R;2;23
3532;57;I;R;12;337
3533;57;N;R;2;13
3534;57;I;R;4;23
3535;57;I;R;7;65
3536;57;I;R;5;33
3537;57;I;R;2;35
3538;57;I;R;3;122
3539;57;I;R;1;32
3540;57;I;R;4;115
3541;57;I;R;4;110
3542;57;I;R;16;319
3543;57;I;R;29;527
3544;57;I;R;2;39
3545;57;I;R;36;386
3546;57;I;R;28;306
3547;57;I;R;25;442
3548;57;I;R;14;226
3549;57;I;R;19;391
3550;57;I;R;13;186
3551;57;I;R;11;185
3552;57;I;R;3;94
3553;57;I;R;35;110
3554;57;I;R;50;684
3555;57;I;R;2;22
3556;57;I;R;27;45
3557;57;I;R;7;77
3558;57;I;R;357;4450
3559;57;I;R;2;39
3560;57;I;R;19;219
3561;57;I;R;3;36
3562;57;I;R;64;392
3563;57;I;R;16;193
3564;57;I;R;2;35
3565;57;I;R;8;96
3566;57;I;R;12;179
3567;57;I;R;3;43
3568;57;I;R;4;45
3569;57;I;R;88;1020
3570;57;I;R;14;184
3571;57;I;R;8;126
3572;57;I;R;28;384
3573;57;I;R;3;66
3574;57;I;R;35;244
3575;57;I;R;2;45
3576;57;I;R;1;23
3577;57;I;R;176;2405
3578;57;I;R;51;984
3579;57;I;R;77;596
3580;57;I;R;5;0
3581;57;I;R;47;831
3582;57;I;R;14;322
3583;57;I;R;1;0
3584;57;I;R;1;0
3585;57;I;R;33;790
3586;57;I;R;2;110
3587;57;I;R;35;645
3588;57;I;R;47;887
3589;57;I;R;51;307
3590;57;I;R;500;11709
3591;57;I;R;49;1195
3592;57;I;R;2;22
3593;57;I;R;64;698
3594;57;I;R;84;1229
3595;57;I;R;107;1357
3596;57;I;R;100;1663
3597;57;I;R;145;2448
3598;57;I;R;123;2075
3599;57;I;R;28;380
3600;57;I;R;134;1814
3601;57;I;R;106;1273
3602;57;I;R;29;268
3603;57;I;R;62;934
3604;57;I;R;192;2691
3605;57;I;R;230;2338
3606;57;I;R;259;3127
3607;57;I;R;866;10176
3608;57;I;R;68;520
3609;57;I;R;54;907
3610;57;I;R;115;2572
3611;57;I;R;27;562
3612;57;I;R;217;2893
3613;57;N;R;2;0
3614;57;N;R;3;137
3615;57;N;R;1;0
3616;57;N;R;1;0
3617;57;N;R;4;90
3618;57;I;R;1183;12739
3619;57;I;R;371;10637
3620;57;I;R;186;1403
3621;57;I;R;25;234
3622;57;I;R;79;611
3623;57;I;R;809;3096
3624;57;I;R;52;1012
3625;57;I;R;118;2268
3626;57;I;R;53;785
3627;57;I;R;84;1528
3628;57;I;R;302;4627
3629;57;I;R;34;390
3630;57;I;R;306;5517
3631;57;I;R;150;2631
3632;57;I;R;132;1933
3633;57;I;R;967;16020
3634;57;I;R;143;1939
3635;57;I;R;272;3442
3636;57;I;R;348;5780
3637;57;I;R;506;7919
3638;57;I;R;224;3399
3639;57;I;R;1654;14369
3640;57;I;R;113;1490
3641;57;I;R;293;3503
3642;57;I;R;63;626
3643;57;I;R;79;631
3644;57;I;R;1215;5014
3645;57;I;R;312;3857
3646;57;I;R;1539;9054
3647;57;I;R;123;1180
3648;57;I;R;116;867
3649;57;I;R;302;2636
3650;57;I;C;0;204606
3651;57;I;R;319;3895
3652;57;I;R;11211;107047
3653;57;I;R;208;2944
3654;57;I;R;317;3283
3655;57;I;R;250;2102
3656;57;I;R;576;3503
3657;57;I;R;557;5137
3658;57;I;R;84;1515
3659;57;I;R;103;1435
3660;57;I;R;294;4080
3661;57;I;R;99;1743
3662;57;I;R;120;2590
3663;57;I;R;567;8633
3664;57;I;R;288;4966
3665;57;I;R;189;3220
3666;57;I;R;73;601
3667;57;I;R;2;92
3668;57;I;R;7;94
3669;57;I;R;370;3361
3670;57;I;R;56;1313
3671;57;I;R;175;1430
3672;57;I;R;5;93
3673;57;I;R;95;1501
3674;57;I;R;24;587
3675;57;I;R;5;145
3676;57;I;R;14;106
3677;57;I;R;2;42
3678;57;I;R;2;34
3679;57;I;R;6;92
3680;57;I;R;121;2046
3681;57;I;R;4;78
3682;57;I;R;4;73
3683;57;I;R;5;106
3684;57;I;R;87;1784
3685;57;I;R;10;219
3686;57;I;R;11;228
3687;57;I;R;1;0
3688;57;I;R;1;30
3689;57;I;R;20;522
3690;57;I;R;10;191
3691;57;I;R;17;213
3692;57;I;R;36;524
3693;57;I;R;99;1285
3694;57;I;R;1;0
3695;57;I;R;1;33
3696;57;I;R;20;432
3697;57;I;R;17;492
3698;57;I;R;139;1886
3699;57;N;R;1;0
3700;57;I;R;114;1721
3701;57;I;R;22;392
3702;57;I;R;100;660
3703;57;I;R;5;60
3704;57;I;R;38;260
3705;57;I;R;20;120
3706;57;I;R;5;49
3707;57;I;R;56;1016
3708;57;I;R;2;57
3709;57;I;R;52;753
3710;57;I;R;36;532
3711;57;I;R;79;1493
3712;57;I;R;135;2532
3713;57;I;R;4;83
3714;57;I;R;141;2332
3715;57;I;R;173;2908
3716;57;I;R;164;2090
3717;57;I;R;46;810
3718;57;I;R;32;533
3719;57;I;R;2;35
3720;57;I;R;45;496
3721;57;I;R;11;246
3722;57;I;R;23;363
3723;57;I;R;2;12
3724;57;I;R;1;54
3725;57;I;R;166;888
3726;57;I;R;12;252
3727;57;I;R;425;4831
3728;57;I;R;13;213
3729;57;I;R;7;76
3730;57;I;R;46;516
3731;57;I;R;1762;20247
3732;57;I;R;30;393
3733;57;I;R;100;1223
3734;57;I;R;121;1573
3735;57;I;R;98;778
3736;57;I;R;146;1462
3737;57;I;R;1;21
3738;57;I;R;3;46
3739;57;I;R;38;641
3740;57;I;R;1;0
3741;57;I;R;110;1970
3742;57;I;R;10;184
3743;57;I;R;5;59
3744;57;I;R;118;1699
3745;57;I;R;15;129
3746;57;I;R;1;11
3747;57;I;R;4;8
3748;57;I;R;1;14
3749;57;I;R;1;20
3750;57;I;R;6;86
3751;57;I;R;47;999
3752;57;I;R;91;1694
3753;57;I;R;33;569
3754;57;I;R;210;3969
3755;57;I;R;3;59
3756;57;I;R;78;755
3757;57;I;R;11;179
3758;57;I;R;16;240
3759;57;I;R;9;80
3760;57;I;R;159;1993
3761;57;I;R;71;1148
3762;57;I;R;235;2084
3763;57;I;R;28;464
3764;57;I;R;28;273
3765;57;I;R;19;295
3766;57;I;R;26;234
3767;57;I;R;128;2608
3768;57;I;R;24;265
3769;57;I;R;62;485
3770;57;I;R;229;2207
3771;57;I;R;21;198
3772;57;I;R;102;1166
3773;57;I;R;87;1189
3774;57;I;R;1;23
3775;57;I;R;2;45
3776;57;I;R;3;0
3777;57;I;R;11;288
3778;57;I;R;5;151
3779;57;I;R;8;122
3780;57;I;R;50;1012
3781;57;I;R;6;143
3782;57;I;R;16;351
3783;57;I;R;32;652
3784;57;N;R;3;38
3785;57;N;R;2;23
3786;57;I;R;32;574
3787;57;I;R;2;78
3788;57;I;R;4;33
3789;57;I;R;5;78
3790;57;I;R;2;39
3791;57;I;R;2;10
3792;57;I;R;19;326
3793;57;I;R;116;2335
3794;57;I;R;2;25
3795;57;I;R;36;690
3796;57;I;R;152;2533
3797;57;I;R;62;1054
3798;57;I;R;14;246
3799;57;I;R;46;878
3800;57;I;R;36;693
3801;57;I;R;30;367
3802;57;I;R;1;0
3803;57;I;R;100;953
3804;57;I;R;5;79
3805;57;I;R;1;46
3806;57;I;R;8;87
3807;57;I;R;794;9025
3808;57;I;R;20;514
3809;57;I;R;31;364
3810;57;I;R;18;303
3811;57;I;R;10;131
3812;57;I;R;14;274
3813;57;I;R;3;41
3814;57;I;R;2;34
3815;57;I;R;80;1137
3816;57;I;R;3;70
3817;57;I;R;12;190
3818;57;I;R;12;186
3819;58;N;T;15;0
3820;58;N;T;5;0
3821;58;N;T;4;0
3822;58;N;T;2;0
3823;58;N;T;2;0
3824;58;N;T;2;0
3825;58;N;T;2;0
3826;58;N;T;2;0
3827;58;N;T;4;0
3828;58;N;T;1;0
3829;58;N;T;4;0
3830;58;N;T;2;0
3831;58;N;T;5;0
3832;58;N;T;2;0
3833;58;N;T;1;0
3834;58;N;T;2;0
3835;58;N;T;5;0
3836;58;N;T;0;0
3837;58;N;T;2;0
3838;58;N;T;2;0
3839;58;N;T;4;0
3840;58;N;T;6;0
3841;58;N;T;2;0
3842;58;N;T;2;0
3843;58;N;T;2;0
3844;58;N;T;0;0
3845;58;N;T;12;0
3846;58;N;T;1;0
3847;58;N;T;4;0
3848;59;I;R;276;0
3849;59;I;R;83;0
3850;59;I;R;2974;384
3851;59;I;R;9;0
3852;59;I;R;444;0
3853;59;I;R;37;0
3854;59;I;R;165;0
3855;59;I;R;3125;31279
3856;60;N;T;0;0
3857;60;N;T;0;300
3858;60;N;T;18;0
3859;60;N;T;3;0
3860;60;N;T;0;0
3861;60;N;T;20;0
3862;60;N;T;64;0
3863;60;N;T;41;0
3864;60;N;T;0;0
3865;60;N;T;0;0
3866;60;N;T;2;0
3867;60;N;T;0;0
3868;60;N;T;15;110
3869;60;N;T;0;0
3870;60;N;T;0;0
3871;60;N;T;22;0
3872;60;N;T;23;0
3873;60;N;T;4;0
3874;60;N;T;2;30
3875;60;N;T;4;0
3876;60;N;T;0;0
3877;60;N;T;5;0
3878;60;N;T;0;0
3879;60;N;T;49;0
3880;60;N;T;2;0
3881;60;N;T;2;0
3882;60;N;T;6;0
3883;60;N;T;19;0
3884;60;N;T;6;0
3885;60;N;T;6;300
3886;60;N;T;7;0
3887;60;N;T;3;0
3888;60;N;T;3;0
3889;60;N;T;13;0
3890;60;N;T;3;0
3891;60;N;T;0;0
3892;60;N;T;4;0
3893;60;N;T;0;0
3894;60;N;T;3;0
3895;60;N;T;1;20
3896;60;N;T;0;0
3897;60;N;T;0;0
3898;60;N;T;1;20
3899;60;N;T;0;0
3900;60;N;T;1;10
3901;60;N;T;0;0
3902;60;N;T;0;0
3903;60;N;T;9;45
3904;60;N;T;0;0
3905;60;N;T;0;0
3906;60;N;T;2;20
3907;60;N;T;0;0
3908;60;N;T;11;100
3909;60;N;T;2;0
3910;60;N;T;0;0
3911;60;N;T;7;60
3912;60;N;T;0;0
3913;60;N;T;12;80
3914;60;N;T;0;0
3915;60;N;T;7;70
3916;60;N;T;0;0
3917;60;N;T;2;30
3918;60;N;T;1;30
3919;60;N;T;7;80
3920;60;N;T;13;100
3921;60;N;T;2;20
3922;60;N;T;0;0
3923;60;N;T;6;110
3924;60;N;T;3;0
3925;60;N;T;5;60
3926;60;N;T;16;170
3927;60;N;T;0;0
3928;60;N;T;0;0
3929;60;N;T;2;20
3930;60;N;T;1;30
3931;60;N;T;2;20
3932;60;N;T;31;305
3933;60;N;T;6;30
3934;60;N;T;1;20
3935;60;N;T;7;70
3936;60;N;T;8;440
3937;60;N;T;19;90
3938;60;N;T;2;0
3939;60;N;T;2;180
3940;60;N;T;9;240
3941;60;N;T;11;50
3942;60;N;T;0;230
3943;60;N;T;23;60
3944;60;N;T;2;20
3945;60;N;T;2;20
3946;60;N;T;3;10
3947;60;N;T;0;0
3948;60;N;T;8;50
3949;60;N;T;11;350
3950;60;N;T;10;240
3951;60;N;T;1;30
3952;60;N;T;6;1830
3953;60;N;T;3;40
3954;60;N;T;7;25
3955;60;N;T;0;0
3956;60;N;T;3;40
3957;60;N;T;6;920
3958;60;N;T;2;10
3959;60;N;T;34;552
3960;60;N;T;2;30
3961;60;N;T;2;20
3962;60;N;T;0;0
3963;60;N;T;10;100
3964;60;N;T;0;0
3965;60;N;T;0;0
3966;60;N;T;46;0
3967;60;N;T;4;0
3968;60;N;T;2;0
3969;60;N;T;10;0
3970;60;N;T;14;0
3971;60;N;T;6;0
3972;60;N;T;0;0
3973;60;N;T;8;0
3974;60;N;T;2;0
3975;60;N;T;9;0
3976;60;N;T;85;0
3977;60;N;T;6;50
3978;60;N;T;2;0
3979;60;N;T;1;0
3980;60;N;T;6;0
3981;60;N;T;0;0
3982;60;N;T;10;0
3983;60;N;T;33;190
3984;60;N;T;2;0
3985;60;N;T;14;0
3986;60;N;T;3;0
3987;60;N;T;2;0
3988;60;N;T;3;0
3989;60;N;T;2;0
3990;61;N;A;18;0
3991;61;N;A;48;0
3992;61;N;A;821;0
3993;61;N;A;21;0
3994;61;N;A;1;0
3995;61;N;A;1;0
3996;61;N;A;1;0
3997;61;N;A;47;0
3998;61;N;A;16;0
3999;61;N;R;117;0
4000;61;N;R;533;0
4001;61;N;R;5922;0
4002;61;N;R;227;0
4003;61;N;R;83;0
4004;61;N;R;2;0
4005;61;N;R;57;0
4006;61;N;R;33;0
4007;61;N;R;368;0
4008;61;N;R;44;0
4009;61;N;R;351;0
4010;61;N;R;312;0
4011;61;N;R;63;0
4012;61;N;R;7724;7321
4013;61;N;R;71;0
4014;61;N;R;1;0
4015;61;N;R;10;0
4016;61;N;R;6;0
4017;61;N;R;1;0
4018;61;N;R;227;0
4019;61;N;R;7;0
4020;61;N;R;8;0
4021;61;N;R;56;0
4022;61;N;R;3992;0
4023;61;N;R;10;0
4024;61;N;R;2;0
4025;61;N;R;2;0
4026;61;N;R;6;0
4027;61;N;R;8;0
4028;61;N;R;18;0
4029;61;N;R;43;0
4030;61;N;R;39;0
4031;61;N;R;130;0
4032;61;N;R;2296;1502
4033;61;N;R;94;0
4034;61;N;R;1;0
4035;61;N;R;1;0
4036;61;N;R;2;0
4037;61;N;R;35;0
4038;61;N;R;228;0
4039;61;N;R;6784;0
4040;61;N;R;24;0
4041;61;N;R;134;0
4042;61;N;R;28;0
4043;61;N;R;10;0
4044;61;N;R;142;0
4045;61;N;R;5;0
4046;61;N;R;454;0
4047;61;N;R;58;0
4048;61;N;R;5;0
4049;61;N;R;222;0
4050;61;N;R;5800;0
4051;61;N;R;145;0
4052;61;N;R;2;0
4053;61;N;R;23;0
4054;61;N;R;3;0
4055;61;N;R;14;0
4056;61;N;R;4;0
4057;61;N;R;312;0
4058;61;N;R;49;0
4059;61;N;R;22;0
4060;61;N;R;429;0
4061;61;N;R;5342;0
4062;61;N;R;40;0
4063;61;N;R;20;0
4064;61;N;R;11;0
4065;61;N;R;5;0
4066;61;N;R;235;0
4067;61;N;R;6;0
4068;61;N;R;315;0
4069;61;N;R;8;0
4070;61;N;R;126;0
4071;61;N;R;235;0
4072;61;N;R;13627;87509
4073;61;N;R;6;0
4074;61;N;R;19;0
4075;61;N;R;14;0
4076;61;N;R;5;0
4077;61;N;R;109;0
4078;61;N;R;403;0
4079;61;N;R;1;0
4080;61;N;R;234;0
4081;61;N;R;72;0
4082;61;N;R;248;0
4083;61;N;R;11;0
4084;61;N;R;1;0
4085;61;N;R;32;0
4086;61;N;R;37;0
4087;61;N;R;26;0
4088;61;N;A;283;0
4089;61;N;R;5550;0
4090;61;N;R;211;0
4091;61;N;R;8639;66082
4092;61;N;R;2070;0
4093;61;N;R;3765;0
4094;61;N;R;3325;0
4095;61;N;R;2529;0
4096;61;N;R;4320;0
4097;61;N;R;1000;0
4098;61;N;R;2863;0
4099;61;N;R;3117;0
4100;61;N;R;3446;0
4101;61;N;R;19;0
4102;61;N;R;4;0
4103;61;N;R;2124;0
4104;61;N;R;19;0
4105;61;N;R;12;0
4106;61;N;R;2;0
4107;61;N;R;6;0
4108;61;N;R;50;0
4109;61;N;R;3;0
4110;61;N;R;32;0
4111;61;N;R;39;0
4112;61;N;R;253;0
4113;61;N;R;6212;0
4114;61;N;R;362;0
4115;61;N;R;28;0
4116;61;N;R;9;0
4117;61;N;R;6;0
4118;61;N;R;3;0
4119;61;N;R;5;0
4120;61;N;R;1;0
4121;61;N;R;5;0
4122;61;N;R;887;0
4123;61;N;R;60;0
4124;61;N;R;10;0
4125;61;N;R;94;0
4126;61;N;R;3952;0
4127;61;N;R;312;0
4128;61;N;R;8;0
4129;61;N;R;3;0
4130;61;N;R;10;0
4131;61;N;R;192;0
4132;61;N;R;41;0
4133;61;N;R;7;0
4134;62;I;A;5;0
4135;62;I;R;4106;5415
4136;62;I;R;2;0
4137;62;I;R;16;0
4138;62;I;R;3;0
4139;62;I;R;29;0
4140;62;I;R;6;0
4141;62;I;R;1;0
4142;62;I;R;6;0
4143;62;I;R;19;0
4144;62;I;R;12;0
4145;62;N;R;89;0
4146;62;N;R;170;0
4147;62;N;R;76;0
4148;62;N;R;285;0
4149;62;N;R;13118;9757
4150;62;N;R;892;0
4151;62;N;R;105;0
4152;62;N;R;337;0
4153;62;N;R;24;0
4154;62;N;R;20;0
4155;62;N;R;1727;0
4156;62;N;R;90;0
4157;62;N;R;482;0
4158;62;N;R;138;0
4159;62;N;R;11;0
4160;62;I;R;7;0
4161;62;I;R;4;0
4162;62;I;R;3;0
4163;62;I;R;17;0
4164;62;I;R;43;0
4165;62;I;R;2;0
4166;62;I;R;12;0
4167;62;I;R;11;0
4168;62;I;R;6;0
4169;62;I;R;9;0
4170;62;I;R;32;0
4171;62;I;R;2;0
4172;62;I;R;9;0
4173;62;I;R;11;0
4174;62;I;R;40;0
4175;62;I;R;20;0
4176;62;I;R;2;0
4177;62;I;R;3;0
4178;62;I;R;23;0
4179;62;I;R;4;0
4180;62;I;R;15;0
4181;62;I;R;3;0
4182;62;I;R;3;0
4183;62;I;R;2;0
4184;62;I;R;2;0
4185;62;I;R;4571;4538
4186;62;I;R;35;0
4187;62;I;R;14491;333839
4188;62;I;R;6231;5451
4189;62;I;R;14799;268128
4190;62;I;R;1395;0
4191;62;I;R;49;0
4192;62;I;R;36;0
4193;62;I;R;94;0
4194;62;I;R;4;0
4195;62;I;R;4;0
4196;62;I;R;14;0
4197;62;I;R;15;0
4198;62;I;R;62;0
4199;62;I;R;59;0
4200;62;N;R;421;0
4201;62;N;R;1101;0
4202;62;N;R;35;0
4203;62;N;R;998;0
4204;62;N;R;28749;45557
4205;62;N;R;8220;0
4206;62;N;R;14;0
4207;62;N;R;766;0
4208;62;N;R;42;0
4209;62;N;R;69;0
4210;62;N;R;10116;0
4211;62;N;R;88;0
4212;62;N;R;3700;0
4213;62;N;R;500;0
4214;62;N;R;1;0
4215;62;N;R;10;0
4216;62;I;R;58;0
4217;62;I;R;113;0
4218;62;I;R;13;0
4219;62;I;R;70;0
4220;62;I;R;181;0
4221;62;I;R;41;0
4222;62;I;R;190;0
4223;62;I;R;14;0
4224;62;I;R;4;0
4225;62;I;R;164;0
4226;62;I;R;32;0
4227;62;I;R;6;0
4228;62;I;R;134;0
4229;62;I;R;50;0
4230;62;I;R;113;0
4231;62;I;R;133;0
4232;62;I;R;1;0
4233;62;I;R;7;0
4234;62;I;R;175;0
4235;62;I;R;27;0
4236;62;I;R;34;0
4237;62;I;R;45;0
4238;62;I;R;26;0
4239;62;I;R;1;0
4240;62;I;A;6;0
4241;62;I;R;1;0
4242;62;I;R;2964;30601
4243;62;I;R;1715;0
4244;62;I;R;4766;148
4245;62;I;A;4;0
4246;62;I;R;116;0
4247;62;I;R;6;0
4248;62;I;R;16;0
4249;62;I;R;166;0
4250;62;I;R;5;0
4251;62;I;R;40;0
4252;62;I;R;114;0
4253;62;I;R;379;0
4254;62;I;R;175;0
4255;62;I;R;13;0
4256;62;I;R;436;0
4257;62;N;R;397;0
4258;62;N;R;512;0
4259;62;N;R;1133;0
4260;62;N;R;19717;8903
4261;62;N;R;5466;0
4262;62;N;R;211;0
4263;62;N;R;851;0
4264;62;N;R;53;0
4265;62;N;R;249;0
4266;62;N;R;6498;0
4267;62;N;R;97;0
4268;62;N;R;2513;0
4269;62;N;R;336;0
4270;62;N;R;26;0
4271;62;N;R;241;0
4272;62;N;R;99;0
4273;62;I;R;28;0
4274;62;I;R;31;0
4275;62;I;R;8;0
4276;62;I;R;15;0
4277;62;I;R;45;0
4278;62;I;R;7;0
4279;62;I;R;1;0
4280;62;I;R;28;0
4281;62;I;R;2;0
4282;62;I;R;4;0
4283;62;I;R;30;0
4284;62;I;R;12;0
4285;62;I;R;19;0
4286;62;I;R;13;0
4287;62;I;R;46;0
4288;62;I;R;157;0
4289;62;I;R;60;0
4290;62;I;R;303;0
4291;62;I;R;3;0
4292;62;I;R;4;0
4293;62;I;R;8;0
4294;62;I;R;43;0
4295;62;I;R;1;0
4296;62;I;R;134;0
